Lago,Promedio CYANO (mg/m3),Máximo (mg/m3),Tendencia (mg/m3/día),% fechas en alerta,Corr. NDVI-CYANO,Corr. NDWI-CYANO
Amatitlán,16.42118447458296,54.9558565953948,0.032623917123235695,9.090909090909092,0.009142523560963975,0.40394223592620215
Atitlán,5.848459530591009,12.669682697513718,-0.006589080803605416,0.0,0.7720157831047868,0.9206623474348421
